Pathway	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_uniformis	1.29186e-05	0	1.88337e-05	2.40601e-05	5.50847e-05	4.95234e-05	1.56232e-06	2.14726e-05	0	1.09503e-05	0	1.17927e-05	3.14389e-05	2.58279e-05	6.1069e-05	0	2.2897e-06	1.50648e-05	5.07849e-06	0	1.58089e-05	0	4.06741e-06	0	1.50001e-06	0	1.75204e-05	3.78531e-06	4.16239e-05	6.55439e-06	0	1.46111e-05	0	0	3.54207e-05	2.40744e-05	0	5.91299e-06	2.97651e-05	0	2.83827e-06	1.03669e-06	1.36498e-05	0	2.27506e-05	0	3.68658e-06	0	0	0	4.34869e-05	9.00309e-06	0	5.7652e-06	0	3.2649e-05	8.28961e-06	0	0	0	0	0	1.60424e-05	2.09136e-05	0	8.18477e-06	0	3.57669e-06	2.8634e-05	2.33739e-05	0	2.56005e-05	0	0	0	3.58972e-06	5.46635e-06	5.84651e-05	2.00458e-05
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	1.41937e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1246e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67302e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Dorea.s__Dorea_sp_5_2	3.42193e-06	0	0	4.93581e-06	3.51313e-06	0	0	0	0	0	0	0	6.19549e-06	2.94843e-06	0	0	0	6.65562e-06	0	0	0	0	0	0	0	0	0	2.42622e-06	0	0	3.57707e-06	0	0	0	0	0	0	0	0	0	0	0	4.6004e-06	3.14087e-06	0	0	0	0	0	0	0	0	0	0	0	6.00904e-06	0	0	0	0	1.69532e-06	0	0	0	0	0	0	0	5.04718e-06	0	1.55764e-06	0	0	0	0	1.79675e-06	0	3.52396e-06	6.80882e-06
PWY-6151: S-adenosyl-L-methionine salvage I|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	8.72715e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.0329e-05	0	0	0	0	0	0	0	0	0	0	2.70549e-05	0	0	0	0	0	0	0	0	0	6.57628e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03049e-06	0	0	5.3958e-06	0	0	0	0	0	7.2058e-06	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54437e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63127e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Eubacterium.s__Eubacterium_sp_14_2	0	0	0	9.46835e-06	0	0	0	0	0	0	2.77715e-05	0	0	1.85988e-05	0	4.60731e-06	0	9.49904e-06	0	0	0	0	0	0.000202485	3.24661e-05	2.48733e-05	0	0	0	0	6.06251e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20507e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84221e-06	0	0	0	3.82859e-06	0	0	3.25239e-05	0	1.02133e-05	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	6.64991e-06	0	0	0	0	0	0	0	1.51e-06	0	0	2.91581e-06	0	0	0	0	0	0	0	0	0	0	0	3.1002e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73948e-06	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83975e-05	0	0	0	2.23419e-05	1.06489e-05	0	0	0	0	0	0	0	0	1.42138e-05	0	0	0	6.17711e-05	0	0	0	0	0	0	0	0	0	0	0	7.10455e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.67517e-05	1.08303e-06	0	0	0	2.01784e-05	0	0	0	0	0	0	3.68945e-05	4.18808e-05	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Helicobacter.s__Helicobacter_hepaticus	1.72046e-06	0	0	0	7.73769e-06	0	8.11167e-06	0	0	0	0	0	0	0	0	1.15898e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89439e-06	0	0	0	1.91093e-05	0	1.51238e-05	0	0	4.46958e-07	0	0	0	0	0	0	0	0	3.72679e-05	0	0	7.60758e-06	0	0	1.40696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Helicobacter.s__Helicobacter_typhlonius	9.48548e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.21961e-05	0	0	0	0	0	0	0	4.16377e-05	0	0	0	0	0	0.000104218	7.1759e-05	0	0	0	0	0	0	0	8.17503e-05	0	5.9733e-05	3.37149e-05	0	0	0	0	0	0	0.000268735	0	7.53349e-05	0	0	0	0	0	0	0	0	0	0	0.000128511	0	0	0	0	0	0	3.93418e-05	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	0	0	0	0	0	8.17298e-06	0	0	3.18183e-06	0	5.75605e-06	0	0	0	0	0	3.33785e-06	0	1.93099e-05	0	0	5.96232e-06	2.09969e-06	0	0	0	0	0	0	0	0	3.55662e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19254e-06	0	0	0	0	0	0	0	0	0	0	0	1.40388e-05	0	3.54949e-06	3.03549e-06	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	0	0	0	0	0	2.86262e-06	5.88613e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5341e-05	0	0	0	0	0	0	0	3.18524e-06	2.12549e-05	0	0	0	0	0	0	0	0	0	0	6.67722e-05	0	9.10265e-06	0	9.7514e-06	0	0.000200873	0	0	4.87033e-06	0	1.55346e-05	0	5.79797e-06	0	0	0	1.68889e-05	8.09337e-06	0.000177813	5.11091e-06	1.93238e-06	0	0.000232882	3.11917e-06	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	0	1.56344e-05	0	0	0	0	0	0	5.26096e-06	0	1.16232e-05	0	0	0	0	4.97716e-05	4.83079e-06	2.51339e-06	3.66087e-06	0	0	7.93087e-06	0	1.77653e-05	1.89577e-06	0	0	0	0	2.70679e-05	2.79021e-05	0	0	0	0	0	1.58367e-05	0	0	9.91581e-05	4.52705e-05	1.79354e-05	0	1.77528e-05	1.02764e-05	0	0	0	5.58227e-06	1.91057e-05	0	2.22766e-05	0	1.79587e-05	0	0	0	0	0	0	1.43016e-05	0	3.65969e-05	5.69008e-07	0	0	0	7.04681e-06	0	0	3.05385e-05	0	5.41069e-06	4.54555e-06	1.57193e-05	3.09192e-05	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_COE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97807e-06	0	0	2.33532e-06	0	0	0	0	1.95903e-06	2.2649e-06	9.02439e-06	0	0	0	6.42251e-06	0	0	0	0	0	0	0	0	0	3.43501e-06	3.2893e-06	0	0	0	0	0	0	0	3.62115e-06	0	0	0	0	4.03705e-06	0	0	0	0	0	0	0	0	2.20202e-05	8.71964e-07	0	0	0	1.69629e-05	0	0	4.57283e-06	0	0	0	2.16209e-06	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lactobacillus.s__Lactobacillus_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77071e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lactobacillus.s__Lactobacillus_murinus	0	0	0	0	0	0	3.86963e-06	0	0	2.25494e-06	0	0	0	0	0	2.28111e-06	3.34986e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.85079e-06	0	8.05965e-06	8.79893e-06	3.03579e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4713e-06	0	1.89729e-06	0	0	0	5.83792e-06	7.23476e-06	0	1.56058e-06	0	1.63749e-06	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	1.53336e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45626e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lactococcus.s__Lactococcus_lactis	0	0	0	6.44903e-06	1.58309e-05	5.78009e-06	0	1.7481e-06	0	0	0	0	0	0	0	0	0	3.92199e-06	0	0	0	0	0	0	0	0	0	2.59277e-06	5.88973e-06	0	0	0	9.70025e-06	0	1.05947e-05	0	0	5.9329e-06	1.10261e-05	0	0	0	2.24967e-05	0	0	0	1.30156e-06	1.6237e-05	0	0	0	0	1.79548e-06	0	2.36281e-06	4.51392e-06	0	0	0	0	0	0	0	0	0	3.66315e-06	0	0	0	1.07814e-05	0	7.67712e-06	0	0	0	0	0	4.74868e-06	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51355e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Muribaculum.s__Muribaculum_intestinale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65605e-06	0	5.98152e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Prevotella.s__Prevotella_sp_MGM1	0	0	0	0	0	0	3.04729e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81864e-06	5.12172e-06	0	0	0	0	0	0	0	0	0	3.24367e-06	0	0	0	0	0	0	0	1.2295e-06	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|g__Romboutsia.s__Romboutsia_ilealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65581e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	0.000126441	0.000262057	0.000276689	0.00014723	0.00015359	4.69905e-05	0.000190613	0.000341582	0.000178654	0.000154013	0.000115666	0.000168938	0.00016401	6.87394e-05	6.82348e-05	0.000252597	0.000247626	7.66937e-05	0.000185227	4.3906e-05	0.000223771	0.000190794	0.000186652	0.000265527	0.000378348	0.000163754	0.000242705	0.000254294	0.000248267	0.000289718	0.00032202	0.000266944	5.7693e-05	0.000339545	9.38763e-05	6.15508e-05	0.000164206	8.81918e-05	0.00012221	0.00012393	0.00014219	0.000220283	0.00018958	0.000187225	6.96636e-05	8.39735e-05	0.000130583	0.000144847	0.000877636	0.000128321	0.000112078	0.000454272	0.000126306	0.000110207	0.000214415	0.000156692	0.000208154	1.8482e-05	0.000191773	0.000118364	0.00033001	0.000144339	9.07313e-05	0.000110637	0.000359152	0.000127514	0.000165206	0.000271742	6.03743e-05	0.000102256	0.000183948	0.000114437	0.000114438	0.000179535	0.000125132	0.000158741	0.000157347	0.000215495	0.000333596
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.000217779	0.000114676	0.000194995	0.000168874	0.000264854	0.000309611	0.000153634	0.00020191	0.000192	0.000155773	0.000141922	0.00017419	0.000166872	0.000135454	0.000165624	0.000236358	0.000133756	0.00016351	0.000245624	0.000103002	0.000279283	0.000136011	0.000259645	0.000229397	0.000223028	0.000148531	0.000128575	0.000182558	0.000268717	0.000222167	0.000196048	0.000211388	0.000260747	0.000246172	0.00022793	0.000231016	0.000144381	0.000155948	0.000217132	0.000212185	0.000193362	0.000182989	0.000176411	0.000174778	8.65965e-05	9.60353e-05	0.000157477	0.000209523	0.000356899	0.000185031	0.00015711	0.000204487	0.000148075	0.000164746	0.000228413	0.000180942	0.00029374	0.000189004	7.37876e-05	0.000169792	0.00019841	0.00017666	0.000249231	0.000208684	0.000180311	0.000140017	0.000148813	0.000188303	0.000188098	0.000250242	0.000198777	0.000195141	9.57042e-05	0.000141752	0.000138779	0.000218012	0.000132033	0.000247907	0.00015427
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Acetatifactor.s__Acetatifactor_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89493e-06	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Acutalibacter.s__Acutalibacter_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33673e-05	0	9.08408e-06	0	2.22099e-06	1.86266e-06	0	0	0	3.30686e-06	0	0	0	3.07744e-06	0	0	0	0	0	0	0	0	0	0	9.74531e-06	6.4639e-06	0	0	1.06841e-05	0	0	0	0	0	0	7.0194e-06	4.20947e-06	1.52781e-05	0	0	0	0	3.01372e-06	0	0	0	6.39567e-06	0	0	0	3.10544e-06	8.00153e-06	0	9.62438e-07	3.74265e-06	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	4.71288e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30364e-06	2.51729e-06
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerotruncus.s__Anaerotruncus_sp_G3_2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96255e-06	0	0	0	0	0	0	0	8.23803e-07	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_caecimuris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20034e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.22652e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_sartorii	3.32221e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24517e-05	0	0	0	0	0	0	0	1.1173e-05	8.99855e-06	0	0	0	0	0	0	0	0	0	1.60061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0611e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	5.01284e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19752e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36802e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62513e-06	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Clostridium.s__Clostridium_sp_ASF502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5657e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.80622e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8486e-06	0	0	0	0	0	0	0	0	1.3334e-06	5.65526e-07	0	0	0	0	0	1.6616e-06	2.12776e-06	0	0	0	0	0	0	0	3.04005e-06
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Dorea.s__Dorea_sp_5_2	0	0	0	3.0058e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08548e-06	0	0	0	0	0	0	0	0	0	0	0	1.98956e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	1.22333e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.06379e-05	0	0	0	0	0	0	0	0	0	0	3.42793e-05	0	0	0	0	0	0	0	0	0	1.07175e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88087e-06	0	0	4.93345e-06	0	0	0	0	0	7.11458e-06	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61072e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66791e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24573e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89032e-06	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_sp_14_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54721e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27926e-06	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Faecalibaculum.s__Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	4.49022e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62329e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85155e-06	0	0	0	0	0	0	0	0	5.61403e-06	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63919e-06	0	0	0	0	0	0	0	0	0	0	0	6.27667e-06	0	0	0	0	0	0	0	0	0	0	0	0	5.14474e-06	0	0	0	0	2.12414e-06	0	0	0	0	0	0	0	3.95582e-06	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0	4.21841e-06	0	1.76943e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57718e-06	0	0	0	0	0	0	0	0	0	0	0	3.18722e-05	0	0	0	0	0	2.83697e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Helicobacter.s__Helicobacter_typhlonius	2.7749e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.56663e-05	0	0	0	0	0	0	0	1.32618e-05	0	0	0	0	0	3.11113e-05	1.7797e-05	0	0	0	0	0	0	0	1.8911e-05	0	1.27349e-05	7.52588e-06	0	0	0	0	0	0	6.02886e-05	0	3.31699e-05	0	0	0	0	0	0	0	0	0	0	2.51328e-05	0	0	0	0	0	0	6.68945e-06	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_10_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59944e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28769e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	1.60408e-05	0	7.01382e-06	0	2.53783e-05	0	0	3.63503e-05	5.42207e-06	1.05966e-05	0	0	0	0	1.38059e-05	0	2.99272e-06	0	0	0	0	0	4.57542e-05	0	0	0	1.359e-05	2.7731e-05	1.686e-05	0	0	5.28766e-05	1.54307e-05	0	1.08801e-05	4.15785e-05	2.51991e-06	3.43459e-05	3.16795e-05	0	0	4.56993e-06	1.39167e-05	0	0	5.73428e-06	1.74073e-05	3.03862e-05	0	0	1.4645e-05	0	0	0	1.57929e-05	0	0	0	0	4.24588e-05	5.56741e-06	4.97895e-05	0	4.18939e-05	1.41122e-05	0	0	0	4.86187e-05	6.55242e-05	7.82303e-06	3.31819e-05	0	0	5.5375e-06	0	4.56921e-05	2.24324e-05	3.16013e-05
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_3_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97805e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5818e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25488e-06	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84887e-06	0	0	0	0	0	0	0	0	2.32778e-06	0	0	0	0	0	0	0	0	0	0	1.3688e-05	0	3.82379e-06	0	0	0	2.34887e-05	0	0	0	0	3.26912e-06	0	0	0	0	0	1.63157e-06	0	3.73799e-05	2.24242e-06	0	0	3.16394e-05	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	0	2.35253e-05	0	0	0	0	2.64847e-06	0	1.52425e-05	0	2.33057e-05	0	0	0	0	5.62105e-05	4.85144e-06	0	5.89856e-06	0	0	1.27901e-05	0	2.44438e-05	0	0	0	0	0	2.41949e-05	3.96543e-05	0	0	0	0	0	2.78813e-05	0	0	0.000112042	2.93265e-05	1.36224e-05	1.88395e-06	2.8544e-05	6.67191e-06	0	0	0	4.02507e-05	1.91039e-05	0	1.89917e-05	0	2.86726e-05	0	0	0	0	0	0	2.8253e-05	0	3.29938e-05	0	0	0	2.14339e-06	5.22289e-06	0	0	3.34225e-05	0	0	3.074e-06	4.21261e-05	6.02367e-05	0	0	0
