Pathway	C007	C008	C009	C012	C015	C016	C017	C020	C023	C025	C025_n	C025_r	C026	C027	C028	C029	C030	C030_r	C031	C033	C035	C036	C037	C039	C040	C042	C042_r	C043	C043_r	C045	C046	C047	C049	C050	C052	C053	C055	C057	C060	C061	C061_r	C063	C063_r	C065	C068	C070	C071	C072	C073	C075	C077	C079	C081	C082	C083	C084	C084_r	C085	C085_n	C086	C089	C089_n	C090	C093	C094	C095	C096	C097	C099	C100	C101	C102	C103	C104	C105	C108	C109	C110	C112	C113	C114	C115	C116	C117	C118	C119	C124	C126	C127	C128	C129	C133	C134	C135	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151	C152	C153	C154	C155	C156	C157	C158	C159	C160	C162	C163	C164	C165	C166	C167	C168	C169	C170	C172	C173	C174	C175	C176	C178	C179	C180	C181	C182	C183	C184	C185	C186	C187	C188	C190	C191	C196	C197	C198	C199	C200	C201	C202	C203	C204	C205	C206	C207	C208	C209	C210	C211	C212	C213	C214	C215	C216	C217	C218	C219	C220	C221	C222	C223	C224	C225	C226	C227	C228	C229	C230	C232	C233	C234	C235	C237	C238	C240	C241	C242	C243	C244	C245	C246	C247	C248	C249	C250	C251	C252	C253	C254	C256	C257	C259	C260	C261	C262	C263	C264	C265	C266	C267	C268	C269	C270
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Enterococcus.s__Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	0	0	0	0	0	2.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43E-05	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0	9.46E-07	6.10E-06	0	0	0	0	0	1.26E-05	3.89E-07	0	1.17E-06	0	0	0	0	0	0	0	0	1.48E-06	0	0	0	0	3.21E-06	3.31E-06	0	0	0	0	0	0	0	0	8.03E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49E-05	0	0	5.19E-06	0	0	0	0	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49E-06	3.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18E-05	1.40E-06	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_bilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76E-05	4.11E-06	4.31E-06	0	2.34E-05	0	0	0	0	0	0	0	3.25E-06	1.86E-06	0	0	1.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	0	1.17E-05	0	0	0	0	0	0	0	0	0	0	1.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93E-05	5.40E-05	1.91E-05	0	0	1.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-05	0	0	0	0	0	0	0	0	0	0	0	9.45E-06	0	0	0	0	0	0	0	0	0	0	0	5.80E-06	0	4.75E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76E-05	0	1.66E-05	0	0	0	0	0	0	8.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78E-06	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_ganmani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0	0	0	0	2.51E-05	3.57E-05	2.06E-05	6.43E-05	5.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96E-06	0	0	0.000100422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-05	4.57E-05	1.39E-05	0	0	0	0	0	0	9.08E-05	0	0	0	0	0	9.86E-06	8.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.39E-05	0	0	2.83E-06	0.000105156	0	0	0	0	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_hepaticus	0	0	0	0	1.62E-05	0	0	0	0	1.27E-05	2.55E-06	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.51E-07	0	0	1.99E-06	5.06E-06	0	0	0	0	0	0	0	0	9.18E-06	0	0	1.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31E-07	0	0	1.00E-05	0	0	0	0	0	0	0	0	3.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	1.38E-05	0	0	0	0	0	0	0	0	6.68E-06	5.12E-06	0	0	2.57E-05	2.82E-05	0	2.85E-06	0	0	0	7.48E-06	0	0	0	6.15E-06	0	0	0	0	0	0	0	0	0	0	0	1.31E-06	0	3.95E-06	0	0	0	5.74E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Helicobacter.s__Helicobacter_typhlonius	0	0	0	0	0	0	0	0	4.00E-05	0	0	0	0	0	0	0	0	0	3.41E-05	0	0	0	0.00013782	0	0	0	0	0	0	0	3.87E-05	0	1.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122827	0	0	0	3.01E-05	0	3.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97E-05	0	0	8.78E-06	0	0	0	0	0	0	0	0	0	0	0.000154927	0	0	0	7.25E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25E-05	0	0	0	0	0	0	0	2.70E-05	3.19E-05	0	7.27E-05	0	4.53E-06	0	0	0	0	0	0	0	0	2.77E-05	0	4.77E-05	0.000110437	0	0	0	3.04E-05	0	6.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83E-05	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Jeotgalicoccus.s__Jeotgalicoccus_halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-06	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	9.02E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Mucispirillum.s__Mucispirillum_schaedleri	0	0	0	0	0	0	0	0	1.22E-05	6.30E-06	2.19E-06	6.64E-06	4.42E-06	0	0	0	0	0	0	8.96E-06	1.69E-05	0	0	2.42E-06	0	0	0	4.33E-06	3.17E-06	1.27E-06	0	0	0	3.76E-06	0	3.37E-06	1.18E-06	3.58E-05	0	0	0	1.21E-05	1.29E-05	0	4.26E-06	3.52E-06	0	0	1.66E-05	0	0	6.28E-06	6.72E-06	0	1.30E-05	6.22E-05	1.50E-05	0	0	0	0	0	3.24E-06	0	0	0	2.24E-05	9.35E-06	0	3.10E-06	6.31E-06	0	0	0	0	5.11E-06	3.70E-05	1.25E-05	0	0	0	0	0	2.42E-05	3.71E-05	0	2.92E-05	5.28E-06	0	8.69E-06	0	0	0	1.25E-06	1.25E-05	0	0	7.33E-06	6.05E-06	0	1.73E-06	0	0	0	0	0	0	0	1.78E-06	5.23E-06	9.09E-06	0	1.61E-05	0	3.04E-05	3.58E-05	4.32E-05	0	0	3.77E-05	0	0	0	0	5.42E-06	0	0	1.80E-05	0	4.90E-06	0	4.05E-06	1.14E-05	0	3.48E-05	0	0	0	3.43E-05	0	0	0	0	0	0	3.20E-06	1.41E-05	0	0	2.90E-05	0	0	0	0	0	0	9.55E-06	0	0	0	2.29E-05	0	8.75E-06	0	0	1.20E-06	4.86E-06	0	0	1.33E-05	3.37E-06	5.63E-05	1.12E-05	8.23E-06	2.08E-05	3.56E-05	0	1.81E-05	0	0	3.70E-05	0	0	0	3.97E-05	1.37E-06	0	2.22E-06	0	0	0	0	0	7.27E-06	5.57E-05	3.56E-05	0	0	6.56E-06	2.56E-05	1.08E-06	7.57E-06	0	1.80E-05	4.07E-06	7.50E-06	0	0	1.05E-05	7.13E-05
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Muribaculaceae_unclassified.s__Muribaculaceae_bacterium_DSM_103720	0	1.32E-05	3.89E-07	1.08E-05	1.19E-05	9.38E-07	1.10E-06	6.38E-06	0	3.35E-07	0	3.77E-07	1.16E-06	0	1.53E-05	0	6.11E-06	7.38E-06	8.15E-06	2.49E-06	1.58E-05	0	0	5.52E-07	3.81E-05	0	0	5.20E-06	5.49E-06	5.05E-06	5.92E-05	0	3.46E-06	1.80E-06	0	8.76E-07	5.61E-06	0	0	0	0	3.31E-06	2.89E-06	0	3.23E-06	2.39E-06	0	0	7.47E-07	0	1.43E-06	7.33E-07	0	2.17E-06	0	0	0	5.83E-06	5.21E-06	4.96E-06	2.45E-06	7.85E-07	1.24E-05	0	1.39E-05	0	6.46E-06	6.27E-06	2.00E-06	6.49E-06	1.19E-05	3.79E-06	4.61E-06	0	5.86E-06	2.72E-06	0	2.06E-05	1.62E-05	0	0	6.78E-06	0	0	0	0	0	1.82E-05	1.73E-06	6.44E-07	8.84E-07	1.80E-06	3.92E-05	2.99E-06	0	0	0	0	4.46E-06	8.37E-06	0	0	3.55E-05	0	0	0	2.23E-05	1.96E-05	4.05E-07	0	0	0	0	0	0	0	0	1.49E-05	1.05E-05	0	4.84E-06	1.97E-06	0	0	6.58E-06	1.15E-05	4.21E-06	0	1.81E-05	2.55E-06	0	6.66E-06	0	0	0	6.64E-06	0	3.69E-06	0	2.98E-05	0	3.88E-06	1.01E-06	0	0	4.71E-06	0	8.94E-06	1.47E-05	0	1.99E-06	3.98E-06	1.64E-06	0	1.51E-06	2.08E-06	0	0	0	0	0	2.15E-06	1.23E-05	1.89E-05	0	5.48E-06	0	1.87E-06	4.18E-05	0	0	0	0	2.98E-06	2.39E-06	0	0	0	0	0	0	0	8.31E-06	3.63E-06	0	2.38E-05	0	1.83E-05	1.86E-06	0	2.00E-05	4.09E-06	1.26E-06	1.03E-06	0	0	0	0	1.16E-05	0	0	7.93E-06	8.18E-06	0	0	1.91E-05	2.06E-05	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Muribaculum.s__Muribaculum_intestinale	0	0	0	3.17E-06	6.10E-06	0	5.26E-06	5.60E-06	0	0	0	2.20E-07	3.80E-06	0	2.49E-05	0	2.76E-05	3.04E-05	3.96E-07	5.54E-07	1.55E-05	0	0	3.12E-07	1.31E-06	0	0	4.62E-07	0	8.05E-07	4.99E-06	0	8.24E-07	0	0	0	1.01E-06	0	0	6.82E-06	6.66E-06	2.81E-06	1.66E-06	0	3.43E-05	0	0	0	5.60E-07	0	1.34E-06	7.64E-07	0	1.64E-06	0	0	0	7.15E-05	6.87E-05	2.10E-05	1.12E-05	1.28E-05	1.41E-06	0	1.69E-05	0	0	0	1.20E-05	1.44E-06	1.52E-06	0	9.86E-07	0	1.85E-06	0	0	0	9.73E-06	0	0	2.15E-05	2.52E-05	0	0	6.00E-06	0	3.39E-06	2.32E-06	0	2.87E-06	0	4.33E-06	2.83E-06	0	5.91E-06	3.15E-06	0	1.05E-05	1.67E-06	0	0	8.54E-06	0	1.87E-06	0	5.47E-06	3.94E-06	4.48E-06	0	0	0	0	0	0	0	0	1.14E-05	5.75E-05	0	4.52E-06	0	0	2.78E-06	1.65E-06	0	3.06E-06	0	7.93E-06	3.12E-06	1.60E-06	7.65E-07	0	6.23E-06	0	2.18E-05	0	3.75E-06	0	3.31E-06	0	2.30E-06	0	0	0	8.05E-07	0	0	0	0	0	6.73E-06	7.75E-07	0	2.66E-05	7.12E-06	0	0	0	0	0	0	1.55E-05	4.24E-06	0	5.96E-06	0	1.28E-06	1.32E-06	4.43E-06	0	0	0	0	2.85E-06	0	0	0	0	0	0	0	8.90E-06	2.38E-05	0	4.38E-06	0	0	5.16E-06	0	7.97E-06	0	5.98E-07	3.26E-06	0	0	0	0	7.50E-06	0	0	1.19E-05	1.82E-05	0	0	0	9.86E-07	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-07	0	0	0	0	0	0	0	0	9.28E-07	0	0	0	0	0	0	0	0	1.13E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43E-07	4.13E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32E-07	0	0	0	0	0	0	0	0	5.31E-07	0	0	0	0	0	0	0	0	0	0	0	7.40E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_goldsteinii	3.08E-06	0	4.42E-06	0	6.90E-07	0	0	0	1.66E-05	0	0	0	0	5.96E-05	0	0	0	7.06E-07	0	0	0	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74E-06	1.06E-06	0	6.24E-07	0	0	0	1.72E-06	0	0	0	1.28E-05	5.41E-07	9.28E-06	1.21E-06	3.26E-06	0	0	0	0	0	0	0	0	0	0	0	0	6.16E-07	0	0	0	0	3.58E-07	0	6.92E-06	0	2.05E-06	0	0	0	0	1.09E-05	4.00E-06	0	4.97E-06	0	0	0	0	0	0	0	0	3.11E-07	0	2.35E-06	4.52E-06	0	0	3.00E-05	0	4.64E-06	0	0	0	0	0	3.70E-06	0	0	2.11E-06	0	0	3.68E-06	0	0	0	0	0	0	0	0	2.25E-06	0	0	1.25E-06	3.50E-06	0	0	0	0	0	4.25E-06	0	0	0	2.25E-06	3.43E-07	1.51E-05	0	0	0	1.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58E-06	0	1.99E-06	0	7.03E-07	0	1.16E-05	0	2.01E-06	0	0	3.18E-06	0	0	1.12E-05	7.09E-07	2.69E-06	0	8.40E-06	7.66E-06	0	0	0	0	0	0	0	0	0	0	0	2.73E-06	0	0	0	2.73E-06	0	0	0	0	7.83E-07	4.52E-06	2.62E-05	0	0	0	0	1.15E-06	0	2.31E-06	0	8.25E-06
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Porphyromonas.s__Porphyromonas_sp_31_2	0	2.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.58E-07	0	0	0	0	0	0	0	0	0	0	0	1.00E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_lentus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.49E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61E-07	0	5.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40E-06	9.60E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	0	0	1.73E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	9.92E-05	4.74E-05	8.37E-05	1.96E-05	3.92E-05	3.29E-05	1.41E-05	5.26E-05	6.89E-05	2.12E-05	1.03E-05	1.46E-05	6.88E-05	0.000124751	8.23E-05	2.48E-05	5.94E-05	5.73E-05	4.17E-05	4.77E-05	6.91E-05	5.96E-06	1.69E-05	3.77E-05	6.13E-05	0.000215262	0.000205376	3.73E-05	3.55E-05	2.78E-05	6.23E-05	1.09E-05	1.66E-05	4.00E-05	3.53E-05	1.74E-05	2.86E-05	2.56E-05	3.29E-05	8.33E-05	8.17E-05	7.06E-05	6.53E-05	4.12E-05	9.95E-05	5.32E-05	1.17E-05	1.45E-05	5.07E-05	9.79E-06	3.43E-05	9.73E-06	6.15E-05	7.15E-05	4.45E-05	4.90E-05	6.26E-05	6.99E-05	6.62E-05	9.95E-05	4.84E-05	3.09E-05	5.98E-05	2.36E-05	3.09E-05	1.23E-05	2.36E-05	4.98E-05	6.49E-05	2.90E-05	4.13E-05	5.87E-05	2.86E-05	4.71E-05	6.09E-05	8.07E-06	4.65E-05	8.78E-05	3.37E-05	1.72E-05	2.97E-05	0.000101615	6.80E-05	3.17E-05	8.76E-06	3.95E-05	1.22E-05	4.97E-05	4.56E-05	2.38E-05	2.69E-05	9.26E-05	6.20E-05	8.68E-05	1.76E-05	4.97E-05	6.61E-05	2.61E-05	4.45E-05	5.02E-05	3.83E-05	4.75E-05	3.55E-05	3.17E-06	4.88E-05	2.89E-05	5.78E-05	5.26E-05	4.65E-05	2.57E-05	2.58E-05	2.93E-05	1.74E-06	4.34E-05	6.70E-05	2.48E-05	1.81E-05	5.58E-05	6.46E-05	9.54E-05	9.08E-05	9.60E-05	8.46E-05	7.88E-05	4.88E-05	5.40E-05	4.60E-05	4.26E-05	6.89E-05	6.94E-05	2.25E-05	4.69E-05	3.19E-05	5.00E-05	3.48E-05	4.37E-05	3.81E-05	7.40E-05	2.57E-05	3.77E-05	3.92E-05	0.0001035	4.14E-05	1.28E-05	3.94E-05	2.35E-05	2.51E-05	4.44E-05	4.30E-05	4.27E-05	1.21E-05	7.50E-05	5.42E-05	7.18E-06	4.30E-05	5.61E-05	2.56E-05	2.36E-05	9.12E-06	3.14E-05	1.84E-05	1.05E-05	7.96E-05	7.20E-05	6.76E-05	6.35E-05	7.15E-06	8.74E-05	4.80E-05	6.70E-05	4.60E-05	4.61E-05	3.03E-05	2.58E-05	3.64E-05	4.90E-06	6.73E-05	5.79E-05	1.70E-05	4.40E-05	5.74E-05	1.34E-05	5.61E-05	5.53E-05	0.000190247	3.70E-05	4.38E-05	6.55E-05	6.41E-05	1.46E-05	6.11E-05	5.50E-05	5.37E-05	3.98E-05	5.81E-05	8.54E-05	0.000116773	2.80E-05	0.000112339	1.68E-05	0.000107052	0.000101556	0.000100422	5.06E-06	5.27E-05	5.73E-05	4.01E-05	2.29E-05	1.36E-05	4.11E-05
